anno_idx,imdbid,text_gt,text_gt_wo_char,gt_action
504,tt0583493,"Now, Rachel watches television with Marcel.",She watches television with him.,['She watches television with him.']
505,tt0583493,"She carries the newspaper outside, leaving the door open.","She carries the newspaper outside, leaving the door open.","['She carries the newspaper outside.', 'She leaves the door open.']"
506,tt0583493,Marcel escapes.,He escapes.,['He escapes.']
507,tt0583493,"A man shoots a gun on TV, and Rachel rushes back in.","A man shoots a gun on TV, and she rushes back in.","['A man shoots a gun on TV.', 'She rushes back in.']"
508,tt0583493,Phoebe enters.,She enters.,['She enters.']
509,tt0583493,She waves her hands around.,She waves her hands around.,['She waves her hands around.']
510,tt0583493,Rachel hits him with a pillow.,She hits him with a pillow.,['She hits him with a pillow.']
511,tt0583493,Phoebe and Monica approach a door.,They approach a door.,['They approach a door.']
512,tt0583493,A man answers in a bathrobe.,He answers in a bathrobe.,['He answers in a bathrobe.']
513,tt0583493,"Marcel eats a waffle on the balcony next to the window, as Ross and Rachel argue in the background.","He eats a waffle on the balcony next to the window, as they argue in the background.","['He eats a waffle on the balcony next to the window.', 'They argue in the background.']"
514,tt0583493,Joey and Chandler sidle up to a door.,They sidle up to a door.,['They sidle up to a door.']
515,tt0583493,A gorgeous woman stands in the doorway in a cropped T-shirt and shorts.,A gorgeous she stands in the doorway in a cropped T-shirt and shorts.,"['A gorgeous she stands in the doorway.', 'She wears a cropped T-shirt and shorts.']"
516,tt0583493,He shoots her a withering look.,He shoots her a withering look.,['He shoots her a withering look.']
517,tt0583493,A man walks between them carrying a box of bananas.,He walks between them carrying a box of bananas.,"['He walks between them.', 'He carries a box of bananas.']"
518,tt0583493,They chase after him.,They chase after him.,['They chase after him.']
519,tt0583493,"Later, the friends gather in a hallway with the box.","Later, they gather in a hallway with the box.","['They gather in a hallway with the box.', 'They gather in a hallway with the box.']"
520,tt0583493,"At the door, Luisa traps Marcel in a cage.","At the door, he traps him in a cage.",['He traps him in a cage.']
521,tt0583493,Louisa inhales deeply.,She inhales deeply.,['She inhales deeply.']
522,tt0583493,He grabs two glasses.,He grabs two glasses.,['He grabs two glasses.']
523,tt0583493,He dims the lights.,He dims the lights.,['He dims the lights.']
524,tt0583493,And she rubs his knee.,And she rubs his knee.,['She rubs his knee.']
525,tt0583602,The friends hang out at Central Perk.,They hang out at Central Perk.,['They hang out at Central Perk.']
526,tt0583602,Phoebe hands him a phone.,She hands him a phone.,['She hands him a phone.']
527,tt0583602,"Chandler dials the phone, then hurriedly hangs up.","He dials the phone, then hurriedly hangs up.","['He dials the phone.', 'He hurriedly hangs up.']"
528,tt0583602,Rachel enters the coffee shop.,She enters the coffee shop.,['She enters the coffee shop.']
529,tt0583602,"At Barry's practice, he and Rachel dress.","At his practice, he and she dress.",['He and she dress.']
530,tt0583602,Rachel feels at her shirt.,He feels at his shirt.,['He feels at his shirt.']
531,tt0583602,He unhooks it from a cabinet hinge.,He unhooks it from a cabinet hinge.,['He unhooks it from a cabinet hinge.']
532,tt0583602,"He holds her head, and they kiss.","He holds her head, and they kiss.","['He holds her head.', 'They kiss.']"
533,tt0583602,The boy stares intently.,He stares intently.,['He stares intently.']
534,tt0583602,Rachel sneers at the kid on her way out.,She sneers at him on her way out.,"['She sneers at him.', 'She is on her way out.']"
535,tt0583602,Chandler dials Monica's phone.,He dials her phone.,['He dials her phone.']
536,tt0583602,Chandler sprawls across the couch as he leaps to the phone.,He sprawls across the couch as he leaps to the phone.,"['He sprawls across the couch.', 'He leaps to the phone.']"
537,tt0583602,Rachel picks up the other phone.,He picks up the other phone.,['He picks up the other phone.']
538,tt0583602,Chandler sits with his chin in his hand regarding his phone.,He sits with his chin in his hand regarding his phone.,"['He sits with his chin in his hand.', 'He regards his phone.']"
539,tt0583602,Monica sneaks up behind him.,She sneaks up behind him.,['She sneaks up behind him.']
540,tt0583602,Chandler jumps for the phone.,He jumps for the phone.,['He jumps for the phone.']
541,tt0583602,Monica smiles at her prank.,He smiles at her prank.,['He smiles at her prank.']
542,tt0583602,Joey rushes in.,He rushes in.,['He rushes in.']
543,tt0583602,Rachel walks across the room.,She walks across the room.,['She walks across the room.']
544,tt0583602,Rachel puts on her coat.,She puts on her coat.,['She puts on her coat.']
545,tt0583602,Monica smacks Joey's arm.,She smacks his arm.,['She smacks his arm.']
546,tt0583602,He climbs on furniture to reach the phone.,He climbs on furniture to reach the phone.,['He climbs on furniture to reach the phone.']
547,tt0583602,He sits on a chair back and Monica puts a cloth under his feet on the seat.,He sits on a chair back and she puts a cloth under his feet on the seat.,"['He sits on a chair back.', 'She puts a cloth under his feet on the seat.']"
548,tt0583602,He leaps up and dances.,He leaps up and dances.,"['He leaps up.', 'He dances.']"
549,tt0583602,He dances off.,He dances off.,"['He dances.', 'He is off.']"
550,tt0583602,Mindy enters Central Perk while Rachel works.,She enters Central Perk while she works.,"['She enters Central Perk.', 'She works.']"
551,tt0583602,"Smiling, Mindy walks to Rachel.","Smiling, he walks to her.","['He walks to her.', 'Smiling']"
552,tt0583602,"They slowly walk to the furniture, sit down, and smile weakly at each other.","They slowly walk to the furniture, sit down, and smile weakly at each other.","['They slowly walk to the furniture.', 'They sit down.', 'They smile weakly at each other.']"
553,tt0583602,"Rachel bites her lip, fighting a smile.","She bites her lip, fighting a smile.","['She bites her lip.', 'She fights a smile.']"
554,tt0583602,Rachel holds her wrist to Mindy's nose.,He holds his wrist to her nose.,['He holds his wrist to her nose.']
555,tt0583602,They embrace.,They embrace.,['They embrace.']
556,tt0583602,Joey walks in.,He walks in.,['He walks in.']
557,tt0583602,He eyes them with a smirk and nods approvingly.,He eyes them with a smirk and nods approvingly.,"['He eyes them with a smirk.', 'He nods approvingly.']"
558,tt0583602,"At Monica's, Ross does a crossword.","At his, he does a crossword.","['At his, he does a crossword.']"
559,tt0583602,Chandler stares at the phone.,He stares at the phone.,['He stares at the phone.']
560,tt0583602,Joey dials Monica's phone and puts it to his ear.,He dials her phone and puts it to his ear.,"['He dials her phone.', 'He puts it to his ear.']"
561,tt0583602,Chandler and Monica look at each other.,They look at each other.,['They look at each other.']
562,tt0583602,Monica smiles and waves.,She smiles and waves.,"['She smiles.', 'She waves.']"
563,tt0583603,Joey and Chandler are seated on the couch.,They are seated on the couch.,['They are seated on the couch.']
564,tt0583603,Joey has a pen and paper.,He has a pen and paper.,"['He has a pen.', 'He has paper.']"
565,tt0583603,A waitress brings their drinks to them.,She brings their drinks to them.,['She brings their drinks to them.']
566,tt0583603,Chandler nods.,He nods.,['He nods.']
567,tt0583603,He nods approvingly.,He nods approvingly.,['He nods approvingly.']
568,tt0583603,Chandler pats Joey on the back.,He pats him on the back.,['He pats him on the back.']
569,tt0583603,Monica's on the phone.,She's on the phone.,"[""She's on the phone.""]"
570,tt0583603,They see a communal shoe bucket next to them.,They see a communal shoe bucket next to them.,['They see a communal shoe bucket next to them.']
571,tt0583603,The teacher turns on music.,He turns on music.,['He turns on music.']
572,tt0583603,The class falls into a tap routine.,The class falls into a tap routine.,['The class falls into a tap routine.']
573,tt0583603,Monica struggles to follow along.,He struggles to follow along.,['He struggles to follow along.']
574,tt0583603,Joey slaps Chandler's shoulder.,He slaps his shoulder.,['He slaps his shoulder.']
575,tt0583603,Good boy.,Good boy.,['Good boy.']
576,tt0583603,Rachel recoils from Monica's breath.,He recoils from her breath.,['He recoils from her breath.']
577,tt0583603,Monica crams her head between the dishes and faucet to drink.,She crams her head between the dishes and faucet to drink.,"['She crams her head between the dishes and faucet.', 'She drinks.']"
578,tt0583603,"With a look of disapproval, Rachel takes a deep breath and grabs the phone.","With a look of disapproval, she takes a deep breath and grabs the phone.","['With a look of disapproval, she takes a deep breath.', 'She grabs the phone.']"
579,tt0583603,"Back at the tap class, Monica hovers hesitantly at the entrance, watching the class perform their routine together.","Back at the tap class, he hovers hesitantly at the entrance, watching the class perform their routine together.","['He hovers hesitantly at the entrance.', 'He watches the class perform their routine together.']"
580,tt0583603,"Monica puts down her bag and joins in the dance, but can't keep up.","She puts down her bag and joins in the dance, but can't keep up.","['She puts down her bag.', 'She joins in the dance.', ""She can't keep up.""]"
581,tt0583603,The dancers stop.,They stop.,['They stop.']
582,tt0583603,"Monica does too, a beat too late.","She does too, a beat too late.","['She does too.', 'She does it a beat too late.']"
583,tt0583603,"Meanwhile, at JFK International Airport, Rachel, Joey, and Chandler watch Ross and Phoebe say goodbye to Marcel.","Meanwhile, at JFK International Airport, they watch them say goodbye to him.","['Meanwhile, at JFK International Airport, they watch them.', 'They say goodbye to him.']"
584,tt0583603,Phoebe leaves.,She leaves.,['She leaves.']
585,tt0583603,Chandler steps up to say bye.,He steps up to say bye.,['He steps up to say bye.']
586,tt0583603,Joey steps up for his turn.,He steps up for his turn.,['He steps up for his turn.']
587,tt0583603,He and Ross put their arms around each other for support.,He and he put their arms around each other for support.,['He and he put their arms around each other for support.']
588,tt0583603,Rachel approaches with a curious George doll.,She approaches with a curious George doll.,['She approaches with a curious George doll.']
589,tt0583603,Go ahead.,Go ahead.,['He says.']
590,tt0583603,"They don't move, and he waves them off.","They don't move, and he waves them off.","[""They don't move."", 'He waves them off.']"
591,tt0583616,She hangs up.,She hangs up.,['She hangs up.']
592,tt0583616,"She reads his magic eight ball, then stands.","She reads his magic eight ball, then stands.","['She reads his magic eight ball.', 'She stands.']"
593,tt0583616,"She leaves, and Chandler looks over paperwork.","She leaves, and he looks over paperwork.","['She leaves.', 'He looks over paperwork.']"
594,tt0583616,He lays his head on his desk at Monica and Rachel's.,He lays his head on his desk at their place.,"['He lays his head on his desk.', 'He is at their place.']"
595,tt0583616,Joey and Ross hang out at Central Park.,They hang out at Central Park.,['They hang out at Central Park.']
596,tt0583616,He dials a phone number.,He dials a phone number.,['He dials a phone number.']
597,tt0583616,Monica smiles as Ethan checks his watch.,He smiles as he checks his watch.,"['He smiles.', 'He checks his watch.']"
598,tt0583616,They kiss.,They kiss.,['They kiss.']
599,tt0583616,Then Ethan stands.,Then he stands.,['He stands.']
600,tt0583616,"They start kissing again, then Ethan pulls away and sits down.","They start kissing again, then he pulls away and sits down.","['They start kissing again.', 'He pulls away.', 'He sits down.']"
601,tt0583616,She grins and kisses him.,She grins and kisses him.,"['She grins.', 'She kisses him.']"
602,tt0583616,"Now, a candle burns in Monica's bedroom as Ethan sprawls out on the bed.","Now, a candle burns in her bedroom as he sprawls out on the bed.","['A candle burns in her bedroom.', 'He sprawls out on the bed.']"
603,tt0583616,She holds his mouth.,She holds his mouth.,['She holds his mouth.']
604,tt0583616,She lets go of his lips.,She lets go of his lips.,['She lets go of his lips.']
605,tt0583616,Monica turns to the group with a hand on her hip.,She turns to the group with a hand on her hip.,"['She turns to the group.', 'She has a hand on her hip.']"
606,tt0583616,Monica goes in her room as Phoebe checks her watch.,She goes in her room as she checks her watch.,"['She goes in her room.', 'She checks her watch.']"
607,tt0583616,She sits back down.,She sits back down.,['She sits back down.']
608,tt0583616,She stands.,She stands.,['She stands.']
609,tt0583616,She looks away.,She looks away.,['She looks away.']
610,tt0583616,The others walk over and see Monica and Ethan gazing at each other.,The others walk over and see her and him gazing at each other.,"['The others walk over.', 'They see her.', 'They see him.', 'She and he gaze at each other.']"
611,tt0583616,The employees spot him.,They spot him.,['They spot him.']
612,tt0583616,"The employees walk off, suppressing laughter.","They walk off, suppressing laughter.","['They walk off.', 'They suppress laughter.']"
613,tt0583616,"At Rachel and Monica's, Rachel sleeps with her feet on Ross' lap as he watches TV.","At their place, she sleeps with her feet on his lap as he watches TV.","['At their place, she sleeps.', 'He watches TV.']"
614,tt0583616,Ross turns off the TV and tosses the remote aside.,He turns off the TV and tosses the remote aside.,"['He turns off the TV.', 'He tosses the remote aside.']"
615,tt0583616,He gently picks up Rachel's feet and slips out from under them.,He gently picks up her feet and slips out from under them.,"['He gently picks up her feet.', 'He slips out from under them.']"
616,tt0583616,He covers her with a blanket as she smiles in her sleep.,He covers her with a blanket as she smiles in her sleep.,"['He covers her with a blanket.', 'She smiles in her sleep.']"
617,tt0583616,"He spins around and grins at the sleeping Rachel, then punches the air.","He spins around and grins at the sleeping her, then punches the air.","['He spins around.', 'He grins at her.', 'He punches the air.']"
618,tt0583616,"He jumps on the coffee table and does a happy dance, then trips and lands beside Rachel.","He jumps on the coffee table and does a happy dance, then trips and lands beside her.","['He jumps on the coffee table.', 'He does a happy dance.', 'He trips.', 'He lands beside her.']"
619,tt0583616,She sits up.,She sits up.,['She sits up.']
620,tt0583616,She gazes at him and brushes her hair back.,She gazes at him and brushes her hair back.,"['She gazes at him.', 'She brushes her hair back.']"
621,tt0583577,The doctor enters the room.,He enters the room.,['He enters the room.']
622,tt0583577,"As they race out, Rachel enters with a cup.","As they race out, he enters with a cup.","['He enters with a cup.', 'They race out.']"
623,tt0583577,She goes to the doctor.,She goes to the doctor.,['She goes to the doctor.']
624,tt0583577,"Rachel plops down, jostling Carol.","He plops down, jostling her.","['He plops down.', 'He jostles her.']"
625,tt0583577,"In the waiting room, Chandler sleeps and Monica gazes at newborns.","In the waiting room, he sleeps and she gazes at newborns.","['He sleeps.', 'She gazes at newborns.']"
626,tt0583577,Joey watches basketball on TV.,He watches basketball on TV.,['He watches basketball on TV.']
627,tt0583577,Joey notices she's quite pregnant.,He notices she's quite pregnant.,"[""He notices she's quite pregnant.""]"
628,tt0583577,He rolls over the chair.,He rolls over the chair.,['He rolls over the chair.']
629,tt0583577,Rachel returns in a cocktail dress.,She returns in a cocktail dress.,['She returns in a cocktail dress.']
630,tt0583577,Rachel almost enters the ward as they watch.,he almost enters the ward as they watch.,"['he almost enters the ward.', 'they watch.']"
631,tt0583577,Chandler raises his brows at Monica.,He raises his brows at her.,"['He raises his brows.', 'He looks at her.']"
632,tt0583577,Ross and Susan storm down the hallway.,They storm down the hallway.,['They storm down the hallway.']
633,tt0583577,Phoebe rounds the corner.,She rounds the corner.,['She rounds the corner.']
634,tt0583577,Phoebe walks them into a janitor closet.,He walks them into a janitor closet.,['He walks them into a janitor closet.']
635,tt0583577,"Phoebe turns to storm out, but the doorknob doesn't budge.","She turns to storm out, but the doorknob doesn't budge.","['She turns to storm out.', ""The doorknob doesn't budge.""]"
636,tt0583577,Joey eases the door closed on the smiling couple and ties balloons to the handle.,He eases the door closed on the smiling couple and ties balloons to the handle.,"['He eases the door closed on the smiling couple.', 'He ties balloons to the handle.']"
637,tt0583577,"He hangs his head, takes the hand of a balloon shaped like an anthropomorphic bottle, and trudges slowly down the hallway.","He hangs his head, takes the hand of a balloon shaped like an anthropomorphic bottle, and trudges slowly down the hallway.","['He hangs his head.', 'He takes the hand of a balloon shaped like an anthropomorphic bottle.', 'He trudges slowly down the hallway.']"
638,tt0583577,"Meanwhile, in the closet, Ross tries to open the lock with a credit card.","Meanwhile, in the closet, he tries to open the lock with a credit card.",['He tries to open the lock with a credit card.']
639,tt0583577,The card snaps in half.,The card snaps in half.,['The card snaps in half.']
640,tt0583577,"In the delivery room, Carol is in full labor.","In the delivery room, she is in full labor.",['She is in full labor.']
641,tt0583577,He gives a nonchalant shrug as Chandler anxiously fidgets.,He gives a nonchalant shrug as he anxiously fidgets.,"['He gives a nonchalant shrug.', 'He anxiously fidgets.']"
642,tt0583577,Carol grabs Chandler's collar.,He grabs his collar.,['He grabs his collar.']
643,tt0583577,Carol releases her grip on Chandler.,He releases his grip on him.,['He releases his grip on him.']
644,tt0583577,"In the closet, Ross pushes open a vent with a broom handle.","In the closet, he pushes open a vent with a broom handle.","['He pushes open a vent with a broom handle.', 'In the closet, he pushes open a vent with a broom handle.']"
645,tt0583577,Ross and Susan lift Phoebe halfway up into the vent.,He and she lift her halfway up into the vent.,['He and she lift her halfway up into the vent.']
646,tt0583577,A janitor opens the closet door.,He opens the closet door.,['He opens the closet door.']
647,tt0583577,"Ross and Susan run out, leaving Phoebe dangling.","They run out, leaving her dangling.","['They run out.', 'She is left dangling.']"
648,tt0583577,Ross and Susan run into the delivery room.,They run into the delivery room.,['They run into the delivery room.']
649,tt0583577,Rachel gets out of the doctor's way.,She gets out of the doctor's way.,"[""She gets out of the doctor's way.""]"
650,tt0583577,Everyone looks up at the ducks and waves at Phoebe.,Everyone looks up at the ducks and waves at her.,"['Everyone looks up at the ducks.', 'Everyone waves at her.']"
651,tt0583577,"Later on, Carol holds the baby between Ross and Susan.","Later on, he holds the baby between him and her.",['He holds the baby between him and her.']
652,tt0583577,"Monica, Phoebe, Rachel, Chandler, and Joey enter.",They enter.,['They enter.']
653,tt0583577,Ross holds Ben up to show him around.,He holds him up to show him around.,"['He holds him up.', 'He shows him around.']"
654,tt0583469,Ross begrudgingly accepts his big hug.,He begrudgingly accepts his big hug.,['He begrudgingly accepts his big hug.']
655,tt0583469,"Later at the party, the group sits around the table.","Later at the party, they sit around the table.","['They sit around the table.', 'Later at the party.']"
656,tt0583469,"Melanie sits on Joey's lap, telling a story.","He sits on his lap, telling a story.","['He sits on his lap.', 'He tells a story.']"
657,tt0583469,They join the group on the couches.,They join the group on the couches.,['They join the group on the couches.']
658,tt0583469,Chandler puts Ross' present on the top of the pile.,He puts his present on the top of the pile.,['He puts his present on the top of the pile.']
659,tt0583469,Melanie beams.,She beams.,['She beams.']
660,tt0583469,"She hands it directly back to Chandler, who hugs it to his chest.","She hands it directly back to him, who hugs it to his chest.","['She hands it directly back to him.', 'He hugs it to his chest.']"
661,tt0583469,Rachel picks up Ross's gift and looks around.,She picks up his gift and looks around.,"['She picks up his gift.', 'She looks around.']"
662,tt0583469,Chandler covers his mouth as Rachel gazes off in thought.,He covers his mouth as she gazes off in thought.,"['He covers his mouth.', 'She gazes off in thought.']"
663,tt0583469,"Phoebe crosses to Rachel, holding the photo of Ross in front of her face.","She crosses to her, holding the photo of him in front of her face.","['She crosses to her.', 'She is holding the photo of him in front of her face.']"
664,tt0583469,Rachel stares at her.,He stares at her.,['He stares at her.']
665,tt0583469,"Meanwhile at the airport, Ross is in line listening to Chinese language tapes on a Walkman.","Meanwhile at the airport, he is in line listening to Chinese language tapes on a Walkman.","['Meanwhile at the airport, he is in line.', 'He is listening to Chinese language tapes on a Walkman.']"
666,tt0583469,The gate attendant approaches the wrong person.,The gate attendant approaches the wrong person.,['The gate attendant approaches the wrong person.']
667,tt0583469,The man's wife glares at him.,She glares at him.,['She glares at him.']
668,tt0583469,"Still clueless, Ross boards the plane.","Still clueless, he boards the plane.",['He boards the plane.']
669,tt0583469,Joey pushes her away from him.,He pushes her away from him.,['He pushes her away from him.']
670,tt0583469,"Joey looks confused, but smiles through it.","He looks confused, but smiles through it.","['He looks confused.', 'He smiles through it.']"
671,tt0583469,"Rachel looks to Phoebe for help, but Phoebe goes to the sink.","She looks to her for help, but she goes to the sink.","['She looks to her for help.', 'She goes to the sink.']"
672,tt0583469,Chandler eats breakfast in the kitchen as Joey enters.,He eats breakfast in the kitchen as he enters.,"['He eats breakfast.', 'He is in the kitchen.', 'He enters.']"
673,tt0583469,Monica reads Ross's itinerary at the table.,She reads his itinerary at the table.,['She reads his itinerary at the table.']
674,tt0583469,Rachel wears a skirt that's longer in the back.,She wears a skirt that's longer in the back.,"[""She wears a skirt that's longer in the back.""]"
675,tt0583469,Rachel gets wine from the fridge.,She gets wine from the fridge.,['She gets wine from the fridge.']
676,tt0583469,Rachel crosses to the door to answer the buzzer.,She crosses to the door to answer the buzzer.,"['She crosses to the door.', 'She crosses to answer the buzzer.']"
677,tt0583469,Joey staggers around with his eyes closed.,He staggers around with his eyes closed.,"['He staggers around.', 'His eyes are closed.']"
678,tt0583469,"Meanwhile, Rachel talks to Carl on the balcony.","Meanwhile, she talks to him on the balcony.",['She talks to him on the balcony.']
679,tt0583469,She rubs her eyes.,She rubs her eyes.,['She rubs her eyes.']
680,tt0583469,"When she opens them, Ross is next to her.","When she opens them, he is next to her.","['She opens them.', 'He is next to her.']"
681,tt0583469,Fantasy Ross steps between her and Carl.,He steps between her and him.,['He steps between her and him.']
682,tt0583469,The bickering couple exits.,They exit.,['They exit.']
683,tt0583469,Rachel waits eagerly for Ross.,He waits eagerly for him.,['He waits eagerly for him.']
684,tt0583469,"A woman exiting the plane drops her bag, and Ross picks it up.","A woman exiting the plane drops her bag, and he picks it up.","['A woman exits the plane.', 'She drops her bag.', 'He picks it up.']"
685,tt0583562,Ross and Julie.,They.,['They.']
686,tt0583562,Ross gives them a look.,He gives them a look.,['He gives them a look.']
687,tt0583562,"They all turn and stare at Rachel, and she covers her mouth with her hands.","They all turn and stare at her, and she covers her mouth with her hands.","['They all turn and stare at her.', 'She covers her mouth with her hands.']"
688,tt0583562,She staggers off and grabs a bottle of wine.,She staggers off and grabs a bottle of wine.,"['She staggers off.', 'She grabs a bottle of wine.']"
689,tt0583562,Ross and Julie grab their bags and head out.,They grab their bags and head out.,"['They grab their bags.', 'They head out.']"
690,tt0583562,Rachel shuts the door.,She shuts the door.,['She shuts the door.']
691,tt0583562,She leans against the door with a heavy sigh.,She leans against the door with a heavy sigh.,"['She leans against the door.', 'She lets out a heavy sigh.']"
692,tt0583562,"Chandler looks back solemnly, and the rest drop their gazes.","He looks back solemnly, and the rest drop their gazes.","['He looks back solemnly.', 'The rest drop their gazes.']"
693,tt0583562,"Now, Ross and Chandler arrive at Central Perk.","Now, they arrive at Central Perk.",['They arrive at Central Perk.']
694,tt0583562,"Chandler glances over at Ross a few feet away, then back at Rachel.","He glances over at him a few feet away, then back at her.","['He glances over at him a few feet away.', 'He glances back at her.']"
695,tt0583562,He makes his way over and sits on the couch beside Ross as Rachel eyes him.,He makes his way over and sits on the couch beside him as she eyes him.,"['He makes his way over to her.', 'He sits on the couch beside her.', 'She eyes him.']"
696,tt0583562,"Chandler lightly punches Ross's arm, and Ross smiles.","He lightly punches his arm, and he smiles.","['He lightly punches his arm.', 'He smiles.']"
697,tt0583562,"Ross walks off, and she sits.",She sits.,['She sits.']
698,tt0583562,Rachel slumps back on the couch.,He slumps back on the couch.,['He slumps back on the couch.']
699,tt0583562,"At Monica and Rachel's, the group watches sumo wrestling.","At their, the group watches sumo wrestling.","['At their, the group watches sumo wrestling.']"
700,tt0583583,"Now, the group sits around the kitchen table as Phoebe wipes off a baby bottle.","Now, the group sits around the kitchen table as she wipes off a baby bottle.","['The group sits around the kitchen table.', 'She wipes off a baby bottle.']"
701,tt0583583,"She squirts it on her arm, then licks it off.","She squirts it on her arm, then licks it off.","['She squirts it on her arm.', 'She licks it off.']"
702,tt0583583,He tries it.,He tries it.,['He tries it.']
703,tt0583583,"Monica thinks to herself, then turns to Rachel.",He turns to her.,['He turns to her.']
704,tt0583583,"Rachel's jaw drops, and she places a hand over her heart.","Her jaw drops, and she places a hand over her heart.","['Her jaw drops.', 'She places a hand over her heart.']"
705,tt0583583,Monica walks over to her.,He walks over to her.,['He walks over to her.']
706,tt0583583,Monica follows Rachel into the living room.,He follows her into the living room.,['He follows her into the living room.']
707,tt0583583,Monica looks away and Rachel's hand flies to her mouth.,He looks away and her hand flies to her mouth.,"['He looks away.', 'Her hand flies to her mouth.']"
708,tt0583583,Monica claps a hand over her mouth as they gaze at each other.,She claps a hand over her mouth as they gaze at each other.,"['She claps a hand over her mouth.', 'They gaze at each other.']"
709,tt0583583,Rachel hurries off and Monica folds her arms with a frown.,He hurries off and she folds her arms with a frown.,"['He hurries off.', 'She folds her arms with a frown.']"
710,tt0583583,Ben lies awake in his playpen while Chandler and Ross snooze.,He lies awake in his playpen while they snooze.,"['He lies awake in his playpen.', 'They snooze.']"
711,tt0583583,She rolls her eyes.,She rolls her eyes.,['She rolls her eyes.']
712,tt0583583,"Carol and Susan arrive, and Chandler and Ross wake up.","They arrive, and they wake up.","['They arrive.', 'They wake up.']"
713,tt0583583,Ross eyes Susan and rolls up his sleeve.,He eyes her and rolls up his sleeve.,"['He eyes her.', 'He rolls up his sleeve.']"
714,tt0583583,He points down to the baby bottle.,He points down to the baby bottle.,['He points down to the baby bottle.']
715,tt0583583,Joey hands it to Ross and he shakes the milk onto his arm.,He hands it to him and he shakes the milk onto his arm.,"['He hands it to him.', 'He shakes the milk onto his arm.']"
716,tt0583583,Joey gives Ross a towel.,He gives him a towel.,['He gives him a towel.']
717,tt0583583,Ross furiously scrubs the milk off his arm and stalks off as Susan shoots him a smug smile.,He furiously scrubs the milk off his arm and stalks off as she shoots him a smug smile.,"['He furiously scrubs the milk off his arm.', 'He stalks off as she shoots him a smug smile.']"
718,tt0583583,Chandler stares as Joey strolls over to the counter and sits on a stool.,He stares as he strolls over to the counter and sits on a stool.,"['He stares as he strolls over to the counter.', 'He sits on a stool.']"
719,tt0583583,"Joey downs the glass of juice and slides it back to Chandler, who refills it.","He downs the glass of juice and slides it back to him, who refills it.","['He downs the glass of juice.', 'He slides it back to him.', 'He refills it.']"
720,tt0583583,Rachel covers her face.,She covers her face.,['She covers her face.']
721,tt0583583,They hug.,They hug.,['They hug.']
722,tt0583583,Then Phoebe stands and walks over.,Then she stands and walks over.,"['She stands.', 'She walks over.']"
723,tt0583583,Rachel and Monica pull her into their hug as they all pat each other's backs.,They pull her into their hug as they all pat each other's backs.,"['They pull her into their hug.', ""They all pat each other's backs.""]"
724,tt0583583,Phoebe steps away.,She steps away.,['She steps away.']
725,tt0583583,Phoebe rushes back over and joins them as they hug.,She rushes back over and joins them as they hug.,"['She rushes back over.', 'She joins them as they hug.']"
726,tt0583583,"The hombre man glances over at Joey, then gazes off.","The hombre man glances over at him, then gazes off.","['The hombre man glances over at him.', 'He then gazes off.']"
727,tt0583583,"The hombre man faces Joey, and his hand floats above his holstered cologne.","The hombre man faces him, and his hand floats above his holstered cologne.","['The hombre man faces him.', 'His hand floats above his holstered cologne.']"
728,tt0583583,Their fingers twitch and they stretch their necks.,Their fingers twitch and they stretch their necks.,"['Their fingers twitch.', 'They stretch their necks.']"
729,tt0583583,The manager glances back as he places the key in the lock.,He places the key in the lock.,['He places the key in the lock.']
730,tt0583583,Joey lowers his head and the ombre man juts up his chin.,He lowers his head and the ombre man juts up his chin.,"['He lowers his head.', 'The ombre man juts up his chin.']"
731,tt0583583,A friendly-looking elderly man enters the store with a nod.,A friendly-looking elderly man enters the store with a nod.,"['A friendly-looking elderly man enters the store.', 'He nods.']"
732,tt0583583,"The cowboys glance at him, then squint at each other.","The cowboys glance at him, then squint at each other.","['The cowboys glance at him.', 'The cowboys squint at each other.']"
733,tt0583583,They leave as Annabelle arrives.,They leave as she arrives.,"['They leave.', 'She arrives.']"
734,tt0583583,"She takes Joey's arm, and they stroll toward a poster with a beach and a sunset that says cruise wear.","She takes his arm, and they stroll toward a poster with a beach and a sunset that says cruise wear.","['She takes his arm.', 'They stroll toward a poster.']"
735,tt0583583,"The lights dim, and the sun on the poster begins to glow.","The lights dim, and the sun on the poster begins to glow.","['The lights dim.', 'The sun on the poster begins to glow.']"
736,tt0583583,"At Central Perk, Rachel sits beside Julie.","At Central Perk, she sits beside her.",['She sits beside her at Central Perk.']
737,tt0583583,Rachel blinks.,She blinks.,['She blinks.']
738,tt0583453,"Fidgeting, Ross turns to Chandler.","Fidgeting, he turns to him.","['He fidgets.', 'He turns to him.']"
739,tt0583453,Joey walks up.,He walks up.,['He walks up.']
740,tt0583453,He grabs a broom and smacks the ceiling with it.,He grabs a broom and smacks the ceiling with it.,"['He grabs a broom.', 'He smacks the ceiling with it.']"
741,tt0583453,Then he notices Joey staring.,Then he notices him staring.,"['Then he notices him.', 'He is staring.']"
742,tt0583453,He drops it and jumps back.,He drops it and jumps back.,"['He drops it.', 'He jumps back.']"
743,tt0583453,Joey steps in with a trash bag.,He steps in with a trash bag.,['He steps in with a trash bag.']
744,tt0583453,Chandler paces away.,He paces away.,['He paces away.']
745,tt0583453,He strides out.,He strides out.,['He strides out.']
