anno_idx,imdbid,text_gt,text_gt_wo_char,gt_action
503,tt0081398,It hurls into Jake's face and a huge gush of blood spatters people sitting beside the rain.,It hurls into his face and a huge gush of blood spatters people sitting beside the rain.,"['It hurls into his face.', 'A huge gush of blood spatters people sitting beside the rain.']"
504,tt0081398,Joey sits back from the television set and Robinson's arm is raised as the victor.,He sits back from the television set and his arm is raised as the victor.,"['He sits back from the television set.', 'His arm is raised as the victor.']"
505,tt0081398,"Jake is still on his feet, his eyes swollen closed.","He is still on his feet, his eyes swollen closed.","['He is still on his feet.', 'His eyes are swollen closed.']"
506,tt0081398,Jake has hauled over to his corner and helped onto his stool.,He has hauled over to his corner and helped onto his stool.,"['He has hauled over to his corner.', 'He helped onto his stool.']"
507,tt0081398,Joey watches the screen with a look of regret and pity.,He watches him with a look of regret and pity.,"['He watches him.', 'He has a look of regret and pity.']"
508,tt0081398,Jake sits down panting on the metal bed in the tiny cell.,He sits down panting on the metal bed in the tiny cell.,"['He sits down panting on the metal bed in the tiny cell.', 'He sits down panting on the metal bed in the tiny cell.']"
509,tt0081398,The only light is that which has managed to filter through a grill in the wall.,The only light is that which has managed to filter through a grill in the wall.,['The only light is that which has managed to filter through a grill in the wall.']
510,tt0081398,"He stands and rests his hands against one of the cindrablock walls, lowering his head.","He stands and rests his hands against one of the cindrablock walls, lowering his head.","['He stands.', 'He rests his hands against one of the cindrablock walls.', 'He lowers his head.']"
511,tt0081398,A rectangle of light shines down on him.,A rectangle of light shines down on him.,['A rectangle of light shines down on him.']
512,tt0081398,He starts to headbutt the wall.,He starts to headbutt the wall.,['He starts to headbutt the wall.']
513,tt0081398,Then he begins to punch it.,Then he begins to punch it.,['Then he begins to punch it.']
514,tt0081398,"He pummels the wall with his bare fists, then slams his arms into it.","He pummels the wall with his bare fists, then slams his arms into it.","['He pummels the wall with his bare fists.', 'Then he slams his arms into it.']"
515,tt0081398,He goes to punch the wall again but is overcome with emotion and sinks onto the bed.,He goes to punch the wall again but is overcome with emotion and sinks onto the bed.,"['He goes to punch the wall again.', 'He is overcome with emotion.', 'He sinks onto the bed.']"
516,tt0082495,"Knife in hand, he nears another house.","Knife in hand, he nears another house.","['Knife in hand, he nears another house.']"
517,tt0082495,"Flipping a light, a young woman opens the door and steps out.","Flipping a light, he opens the door and steps out.","['Flipping a light.', 'He opens the door.', 'He steps out.']"
518,tt0082495,"The shape stops, watching from the shadows.","He stops, watching from the shadows.","['He stops.', 'He watches from the shadows.']"
519,tt0082495,She stares for a moment before returning inside briefly looking back over her shoulder.,She stares for a moment before returning inside briefly looking back over her shoulder.,"['She stares for a moment.', 'She returns inside briefly.', 'She looks back over her shoulder.']"
520,tt0082495,The shape's head turns to the lit windows.,The shape's head turns to the lit windows.,"[""The shape's head turns to the lit windows.""]"
521,tt0082495,"Inside, the woman holds a phone to her ear.","Inside, she holds a phone to her ear.",['She holds a phone to her ear.']
522,tt0082495,The shape moves out of sight.,The shape moves out of sight.,"['The shape moves.', 'It moves out of sight.']"
523,tt0082495,She flicks on a radio.,She flicks on a radio.,['She flicks on a radio.']
524,tt0082495,The front door opens.,The front door opens.,['The front door opens.']
525,tt0082495,The shape slinks inside and out of sight.,"Inside and out of sight, it slinks.","['Inside and out of sight, it slinks.']"
526,tt0082495,Alice drops the phone and flips around.,She drops the phone and flips around.,"['She drops the phone.', 'She flips around.']"
527,tt0082495,She stares at the open door.,She stares at the open door.,['She stares at the open door.']
528,tt0082495,"Her head swivels left and right, peeking into the living room.","Her head swivels left and right, peeking into the living room.","['Her head swivels left and right.', 'She is peeking into the living room.']"
529,tt0082495,She moves toward the door.,She moves toward the door.,['She moves toward the door.']
530,tt0082495,"Loomis lowers the gun, shifting nervously.","He lowers the gun, shifting nervously.","['He lowers the gun.', 'He shifts nervously.']"
531,tt0082495,A masked figure with disheveled hair staggers up a sidewalk.,A masked figure with disheveled hair staggers up a sidewalk.,"['A masked figure with disheveled hair staggers.', 'He staggers up a sidewalk.']"
532,tt0082495,Bracket chases Loomis past trick-or-treaters.,He chases him past trick-or-treaters.,['He chases him past trick-or-treaters.']
533,tt0082495,The figure crosses the street.,He crosses the street.,['He crosses the street.']
534,tt0082495,Bracket catches up to Loomis and wrestles for the gun.,He catches up to him and wrestles for the gun.,"['He catches up to him.', 'They wrestle for the gun.']"
535,tt0082495,Another police cruiser plows head on into the masked figure ramming him against the parked van.,Another police cruiser plows head on into him ramming him against the parked van.,"['Another police cruiser plows head on into him.', 'He rams him against the parked van.']"
536,tt0082495,A deputy rolls out as flames engulf the cars.,A deputy rolls out as flames engulf the cars.,"['A deputy rolls out.', 'Flames engulf the cars.']"
537,tt0082495,Fire licks the figure's charred face.,Fire licks his charred face.,['Fire licks his charred face.']
538,tt0082495,"Loomis gazes through the flames at the burning skull, then shakes his head.","He gazes through the flames at the burning skull, then shakes his head.","['He gazes through the flames at the burning skull.', 'He shakes his head.']"
539,tt0082495,Loomis rubs his eyes.,He rubs his eyes.,['He rubs his eyes.']
540,tt0082495,Another cruiser skids to a halt.,Another cruiser skids to a halt.,['Another cruiser skids to a halt.']
541,tt0082495,A deputy runs out approaching Brackett.,A deputy runs out approaching him.,['A deputy runs out approaching him.']
542,tt0082495,Brackett grabs the deputy then runs to his cruiser.,He grabs him then runs to his cruiser.,"['He grabs him.', 'He runs to his cruiser.']"
543,tt0082495,Loomis and the deputy follow.,They follow.,['They follow.']
544,tt0082495,He walks further into the storeroom and whips out his radio.,He walks further into the storeroom and whips out his radio.,"['He walks further into the storeroom.', 'He whips out his radio.']"
545,tt0082495,Janet frowns with knitted brows at her walkie talkie.,She frowns with knitted brows at her walkie talkie.,"['She frowns with knitted brows.', 'She looks at her walkie talkie.']"
546,tt0082495,Janet twists a knob on her walkie talkie.,She twists a knob on her walkie talkie.,['She twists a knob on her walkie talkie.']
547,tt0082495,He whips toward the clanking.,He whips toward the clanking.,['He whips toward the clanking.']
548,tt0082495,He steps toward a row of bolted doors.,He steps toward a row of bolted doors.,['He steps toward a row of bolted doors.']
549,tt0082495,"At the first door, his light shines on the busted padlock.","At the first door, his light shines on the busted padlock.","['At the first door, his light shines on the busted padlock.']"
550,tt0082495,"As he nears, he pushes the door shut.","As he nears, he pushes the door shut.","['He nears.', 'He pushes the door shut.']"
551,tt0082495,He slips the lock off the metal security plate.,He slips the lock off the metal security plate.,['He slips the lock off the metal security plate.']
552,tt0082495,Karen shakes her walkie talkie.,She shakes her walkie talkie.,['She shakes her walkie talkie.']
553,tt0082495,Garrett pulls the metal plate off the hook and throws open the door.,He pulls the metal plate off the hook and throws open the door.,"['He pulls the metal plate off the hook.', 'He throws open the door.']"
554,tt0082495,Boxes tumble out.,Boxes tumble out.,['Boxes tumble out.']
555,tt0082495,Garrett stares into a shadowy storage room stacked with files.,He stares into a shadowy storage room stacked with files.,"['He stares into a shadowy storage room.', 'The storage room is stacked with files.']"
556,tt0082495,He turns toward the clanging.,He turns toward the clanging.,['He turns toward the clanging.']
557,tt0082495,He walks to the second door.,He walks to the second door.,['He walks to the second door.']
558,tt0082495,He flicks off the door's busted padlock.,He flicks off the door's busted padlock.,"[""He flicks off the door's busted padlock.""]"
559,tt0082495,"Grabbing the metal plate, he gently pulls the door open.","Grabbing the metal plate, he gently pulls the door open.","['Grabbing the metal plate.', 'He gently pulls the door open.']"
560,tt0082495,"Tightening his lips and relaxing his shoulders, he peers inside the second storage room.",He peers inside the second storage room.,['He peers inside the second storage room.']
561,tt0082495,"He casually flips the flashlight into his other hand, then closes the door.","He casually flips the flashlight into his other hand, then closes the door.","['He casually flips the flashlight into his other hand.', 'He closes the door.']"
562,tt0082495,"The shape steps out from behind the door, slamming a hammer into Garrett's forehead.","The shape steps out from behind the door, slamming a hammer into his forehead.","['The shape steps out from behind the door.', 'He slams a hammer into his forehead.']"
563,tt0082495,Karen pulls a pin out of her bun and fixes her hair.,She pulls a pin out of her bun and fixes her hair.,"['She pulls a pin out of her bun.', 'She fixes her hair.']"
564,tt0082495,The shape steps to the door.,The shape steps to the door.,['The shape steps to the door.']
565,tt0082495,He slowly enters.,He slowly enters.,['He slowly enters.']
566,tt0082495,"Standing directly behind her, the shape places a hand on Karen's shoulder.","Standing directly behind her, the shape places a hand on her shoulder.","['Standing directly behind her, the shape places a hand on her shoulder.']"
567,tt0082495,"After fixing her hair, she lays her hand on his.","After fixing her hair, she lays her hand on his.","['She lays her hand on his.', 'She fixes her hair.']"
568,tt0082495,She pulls his hand to her mouth and nibbles on his thumb.,She pulls his hand to her mouth and nibbles on his thumb.,"['She pulls his hand to her mouth.', 'She nibbles on his thumb.']"
569,tt0082495,He inks his hand away.,He inks his hand away.,"['He inks his hand.', 'He inks his hand away.']"
570,tt0082495,She turns.,She turns.,['She turns.']
571,tt0082495,He grabs her head and dunks it in the water.,He grabs her head and dunks it in the water.,"['He grabs her head.', 'He dunks it in the water.']"
572,tt0082495,The temperature gauge exceeds degrees.,The temperature gauge exceeds degrees.,['The temperature gauge exceeds degrees.']
573,tt0082495,"With every dunk into the water, Karen's flesh melts and peels away from the bone.","With every dunk into the water, her flesh melts and peels away from the bone.","['With every dunk into the water, her flesh melts.', 'Her flesh peels away from the bone.']"
574,tt0082495,He waves his hand over her eyes.,He waves his hand over her eyes.,['He waves his hand over her eyes.']
575,tt0082495,She doesn't flinch.,She doesn't flinch.,"[""She doesn't flinch.""]"
576,tt0082495,He grabs her wrist.,He grabs her wrist.,['He grabs her wrist.']
577,tt0082495,"He hurries back into the room with a blond-haired nurse, Jill.",He hurries back into the room with a blond-haired nurse.,"['He hurries back into the room.', 'He is with a blond-haired nurse.']"
578,tt0082495,Jill rests her hand on Lori's forehead and flashes a pen light across her eyes.,She rests her hand on her forehead and flashes a pen light across her eyes.,"['She rests her hand on her forehead.', 'She flashes a pen light across her eyes.']"
579,tt0082495,Janet runs down the hallway.,She runs down the hallway.,['She runs down the hallway.']
580,tt0082495,"In Mixtor's quarters, the shower door is open.","In his quarters, the shower door is open.","['In his quarters, the shower door is open.']"
581,tt0082495,Steam washes into the room.,Steam washes into the room.,['Steam washes into the room.']
582,tt0082495,Janet walks into the bathroom.,She walks into the bathroom.,['She walks into the bathroom.']
583,tt0082495,"She stops, then turns toward a closed office door.","She stops, then turns toward a closed office door.","['She stops.', 'Then turns toward a closed office door.']"
584,tt0082495,She pokes her head inside.,She pokes her head inside.,['She pokes her head inside.']
585,tt0082495,He sits at his desk with his back to Janet facing a small aquarium.,He sits at his desk with his back to her facing a small aquarium.,"['He sits at his desk.', 'He has his back to her.', 'He faces a small aquarium.']"
586,tt0082495,She inches forward through the darkness.,She inches forward through the darkness.,['She inches forward through the darkness.']
587,tt0082495,Half of Mixtor's face is shrouded in shadow.,Half of his face is shrouded in shadow.,['Half of his face is shrouded in shadow.']
588,tt0082495,His blank eyes stare into the aquarium.,His blank eyes stare into the aquarium.,['His blank eyes stare into the aquarium.']
589,tt0082495,She touches his shoulder and spins him around in the chair.,She touches his shoulder and spins him around in the chair.,"['She touches his shoulder.', 'She spins him around in the chair.']"
590,tt0082495,A giant syringe sticks out of his right eyeball.,A giant syringe sticks out of his right eyeball.,['A giant syringe sticks out of his right eyeball.']
591,tt0082495,Janet breathes heavily and slowly backs away.,She breathes heavily and slowly backs away.,"['She breathes heavily.', 'She slowly backs away.']"
592,tt0082495,"As she steps deeper into the shadows, the shape's face appears behind her.","As she steps deeper into the shadows, the shape's face appears behind her.","['She steps deeper into the shadows.', ""The shape's face appears behind her.""]"
593,tt0082495,"Capping her mouth, he draws back on the plunger of another syringe.","Capping her mouth, he draws back on the plunger of another syringe.","['Capping her mouth.', 'He draws back on the plunger of another syringe.']"
594,tt0082495,He sticks her eye with the needle.,He sticks her eye with the needle.,['He sticks her eye with the needle.']
595,tt0082495,He releases his grip.,He releases his grip.,['He releases his grip.']
596,tt0082495,She slumps to the floor.,She slumps to the floor.,['She slumps to the floor.']
597,tt0082495,"Looking down, the shape cocks his head.","Looking down, the shape cocks his head.","['Looking down, the shape cocks his head.']"
598,tt0082495,She bangs on the glass door.,She bangs on the glass door.,['She bangs on the glass door.']
599,tt0082495,The ship closes the distance passing a parked ambulance.,The ship closes the distance passing a parked ambulance.,"['The ship closes the distance.', 'The ship passes a parked ambulance.']"
600,tt0082495,The marshal turns and runs.,He turns and runs.,"['He turns.', 'He runs.']"
601,tt0082495,Loomis runs to the locked door.,He runs to the locked door.,['He runs to the locked door.']
602,tt0082495,Lori backsteps toward Marion.,He backsteps toward her.,['He backsteps toward her.']
603,tt0082495,The shape nears the door.,Near the door is the shape.,['Near the door is the shape.']
604,tt0082495,Loomis backs away while aiming the revolver.,He backs away while aiming the revolver.,"['He backs away.', 'He aims the revolver.']"
605,tt0082495,Marion holds Lori.,He holds her.,['He holds her.']
606,tt0082495,The shape steps straight through the glass.,The shape steps straight through the glass.,['The shape steps straight through the glass.']
607,tt0082495,The shape twitches with every shot.,The shape twitches with every shot.,"['The shape twitches.', 'It twitches with every shot.']"
608,tt0082495,He falls to his knees.,He falls to his knees.,['He falls to his knees.']
609,tt0082495,The marshal catches up to them.,He catches up to them.,['He catches up to them.']
610,tt0082495,The shape collapses onto his back.,The shape collapses onto his back.,['The shape collapses onto his back.']
611,tt0082495,The marshal stands over him.,The marshal stands over him.,['The marshal stands over him.']
612,tt0082495,Marion runs through the shattered glass door.,She runs through the shattered glass door.,['She runs through the shattered glass door.']
613,tt0082495,The marshal kneels beside the shape's splayed body.,The marshal kneels beside his splayed body.,['The marshal kneels beside his splayed body.']
614,tt0082495,"The marshal leans over him, feeling his body.","The marshal leans over him, feeling his body.","['The marshal leans over him.', 'He feels his body.']"
615,tt0082495,The shape sits up.,It sits up.,['It sits up.']
616,tt0082495,He slashes the marshal's throat with a scalpel.,He slashes his throat with a scalpel.,"['He slashes his throat.', 'He uses a scalpel.']"
617,tt0082495,Lumis and Lori flee down the hall.,They flee down the hall.,['They flee down the hall.']
618,tt0082495,The shape rises to his feet and follows.,The shape rises to his feet and follows.,"['The shape rises to his feet.', 'The shape follows.']"
619,tt0082495,Loomis shuts a heavy door.,He shuts a heavy door.,['He shuts a heavy door.']
620,tt0082495,They stagger through a dark corridor.,They stagger through a dark corridor.,['They stagger through a dark corridor.']
621,tt0082495,Lori tries doorknobs.,She tries doorknobs.,['She tries doorknobs.']
622,tt0082495,They burst through a set of double doors.,They burst through a set of double doors.,['They burst through a set of double doors.']
623,tt0082495,Loomis checks his gun.,He checks his gun.,['He checks his gun.']
624,tt0082495,The shape steps into the dark corridor.,He steps into the dark corridor.,['He steps into the dark corridor.']
625,tt0082495,"Closing the door behind him, he moves toward the double doors.","Closing the door behind him, he moves toward the double doors.","['Closing the door behind him.', 'He moves toward the double doors.']"
626,tt0082495,"Loomis grabs Lori, glancing around, the shape nears.","He grabs her, glancing around, the shape nears.","['He grabs her.', 'He glances around.', 'The shape nears.']"
627,tt0082495,"Cornered, the duo step into the major surgery room.","Cornered, they step into the major surgery room.",['They step into the major surgery room.']
628,tt0083929,Brad joins a guy in the back.,He joins him in the back.,['He joins him in the back.']
629,tt0083929,He puts on an apron and hat.,He puts on an apron and hat.,"['He puts on an apron.', 'He puts on a hat.']"
630,tt0083929,He dumps a basket of fries in the trash.,He dumps a basket of fries in the trash.,['He dumps a basket of fries in the trash.']
631,tt0083929,"Three guys with long hair come in, take off their shirts and sit down.","Three guys with long hair come in, take off their shirts and sit down.","['Three guys with long hair come in.', 'They take off their shirts.', 'They sit down.']"
632,tt0083929,Spicoli grins.,He grins.,['He grins.']
633,tt0083929,Doors of a VW van open and two skateboarders stumble out in a cloud of smoke as Spicoli falls onto the asphalt.,Doors of a van open and two skateboarders stumble out in a cloud of smoke as he falls onto the asphalt.,"['Doors of a van open.', 'Two skateboarders stumble out in a cloud of smoke.', 'He falls onto the asphalt.']"
634,tt0083929,"As they skate off, Spicoli puts on a pair of sunglasses and follows.","As they skate off, he puts on a pair of sunglasses and follows.","['He puts on a pair of sunglasses.', 'He follows.']"
635,tt0083929,"A grim-faced teacher walks over to his classroom door and locks it, then strides to the chalkboard and underlines Mr. Hand as Stacy watches from her desk.","A grim-faced he walks over to his classroom door and locks it, then strides to the chalkboard and underlines him as she watches from her desk.","['A grim-faced he walks over to his classroom door.', 'He locks it.', 'Then he strides to the chalkboard.', 'He underlines him as she watches from her desk.']"
636,tt0083929,"Wearing shorts and checkerboard sneakers, Spicoli wanders the empty hall, looking at a note card.","Wearing shorts and checkerboard sneakers, he wanders the empty hall, looking at a note card.","['Wearing shorts and checkerboard sneakers, he wanders the empty hall.', 'He looks at a note card.']"
637,tt0083929,He grabs a sig from a student's mouth.,He grabs a sig from a student's mouth.,"['He grabs a sig.', ""It is from a student's mouth.""]"
638,tt0083929,Also... Spicoli watches through the door window.,Also... he watches through the door window.,['He watches through the door window.']
639,tt0083929,Hands spies Pecoli at the door and walks over.,He walks over.,['He walks over.']
640,tt0083929,A clean-cut guy leans towards Stacy.,He leans towards her.,['He leans towards her.']
641,tt0083929,Mr. Hand cracks open the door.,He cracks open the door.,['He cracks open the door.']
642,tt0083929,Spicoli smiles good-naturedly and points.,He smiles good-naturedly and points.,"['He smiles good-naturedly.', 'He points.']"
643,tt0083929,Mr. Hand rips up Spicoli's note card.,He rips up his note card.,['He rips up his note card.']
644,tt0083929,He tosses the pieces.,He tosses the pieces.,['He tosses the pieces.']
645,tt0083929,"Scaping, Spicoli watches Mr. Hand pass out the schedule.",He watches him pass out the schedule.,"['He watches him.', 'He passes out the schedule.']"
646,tt0083929,Spicoli collects his torn-up card and leaves.,He collects his torn-up card and leaves.,"['He collects his torn-up card.', 'He leaves.']"
647,tt0083929,The rest of the students smell the handout.,The rest of them smell the handout.,['The rest of them smell the handout.']
648,tt0083929,A table of boys watches.,They watch.,['They watch.']
649,tt0083929,She demonstrates with a carrot.,She demonstrates with a carrot.,['She demonstrates with a carrot.']
650,tt0083929,"Stacey takes a breath, puts a carrot in her mouth, and breaks into a smile.","She takes a breath, puts a carrot in her mouth, and breaks into a smile.","['She takes a breath.', 'She puts a carrot in her mouth.', 'She breaks into a smile.']"
651,tt0083929,Linda pushes the carrot in and out.,She pushes the carrot in and out.,"['She pushes the carrot in.', 'She pushes the carrot out.']"
652,tt0083929,"Stacy slowly pushes the carrot in her mouth, then gags.","She slowly pushes the carrot in her mouth, then gags.","['She slowly pushes the carrot in her mouth.', 'She gags.']"
653,tt0083929,Stacy pushes the carrot in her mouth again.,She pushes the carrot in her mouth again.,"['She pushes the carrot.', 'She puts it in her mouth again.']"
654,tt0083929,She drops her head to the table as Linda grins at the boys.,She drops her head to the table as she grins at them.,"['She drops her head to the table.', 'She grins at them.']"
655,tt0083929,He leaves.,He leaves.,['He leaves.']
656,tt0083929,"Shirt hanging open, Spicoli stumbles in with Desmond.","Shirt hanging open, he stumbles in with him.","['Shirt hanging open, he stumbles in with him.']"
657,tt0083929,He holds black and white checkerboard sneakers.,He holds black and white checkerboard sneakers.,['He holds black and white checkerboard sneakers.']
658,tt0083929,Spicoli chews an apple.,He chews an apple.,['He chews an apple.']
659,tt0083929,"Slackjawed, Spicoli stares at the floor.",He stares at the floor.,['He stares at the floor.']
660,tt0083929,"Mr. Hand rolls his eyes, then walks to the chalkboard and writes, Spicoli stands with half a bagel stuck in the waistband of his jeans, watching earnestly.","He rolls his eyes, then walks to the chalkboard and writes, He stands with half a bagel stuck in the waistband of his jeans, watching earnestly.","['He rolls his eyes.', 'He walks to the chalkboard.', 'He writes.', 'He stands with half a bagel stuck in the waistband of his jeans.', 'He watches earnestly.']"
661,tt0083929,Some students give a slight smile.,Some students give a slight smile.,['Some students give a slight smile.']
662,tt0083929,He studies his reflection.,He studies his reflection.,['He studies his reflection.']
663,tt0083929,"One hand in a suds bucket, he stands up straighter, then his smile fades.","One hand in a suds bucket, he stands up straighter, then his smile fades.","['One hand in a suds bucket, he stands up straighter.', 'Then his smile fades.']"
664,tt0083929,Arnold runs into a stall.,He runs into a stall.,['He runs into a stall.']
665,tt0083929,"At the register, a customer walks up to Brad.","At the register, a customer walks up to him.","['At the register, a customer walks up to him.']"
666,tt0083929,He eyes Brad.,He eyes him.,['He eyes him.']
667,tt0083929,Brad's face suffers.,His face suffers.,['His face suffers.']
668,tt0083929,"Brad throws down his apron and hat, then punches the bathroom door.","He throws down his apron and hat, then punches the bathroom door.","['He throws down his apron.', 'He throws down his hat.', 'He punches the bathroom door.']"
669,tt0083929,Women kiss him.,They kiss him.,['They kiss him.']
670,tt0083929,The view dissolves to Spicoli asleep in his room.,The view dissolves to he asleep in his room.,['The view dissolves to he asleep in his room.']
671,tt0083929,His brother barges in.,He barges in.,['He barges in.']
672,tt0083929,"In the gym, cheerleaders address a pep rally.","In the gym, they address a pep rally.",['They address a pep rally.']
673,tt0083929,"Driving, Spicoli smokes a joint.","Driving, he smokes a joint.","['He drives.', 'He smokes a joint.']"
674,tt0083929,Charles' little brother rides shotgun.,He rides shotgun.,['He rides shotgun.']
675,tt0083929,Spicoli swerves between two lanes of traffic.,He swerves between two lanes of traffic.,['He swerves between two lanes of traffic.']
676,tt0083929,"Riding the dotted lines, McCauley threads the Camaro between cars.","Riding the dotted lines, he threads the Camaro between cars.","['He threads the dotted lines.', 'He threads the Camaro between cars.']"
677,tt0083929,"Drifting back, the Camaro runs a red light and skids into a slide, just missing a car.","Drifting back, it runs a red light and skids into a slide, just missing a car.","['Drifting back.', 'It runs a red light.', 'It skids into a slide.', 'It just misses a car.']"
678,tt0083929,Spicoli speeds off.,He speeds off.,['He speeds off.']
679,tt0083929,"As Spicoli turns right, then swerves left to avoid an oncoming cop.","As he turns right, then swerves left to avoid an oncoming cop.","['He turns right.', 'Then he swerves left to avoid an oncoming cop.']"
680,tt0083929,"The Camaro plows through a construction site, launches off a ramp, and barrels into a stack of cinder blocks.","The Camaro plows through a construction site, launches off a ramp, and barrels into a stack of cinder blocks.","['The Camaro plows through a construction site.', 'It launches off a ramp.', 'It barrels into a stack of cinder blocks.']"
681,tt0083929,"As the dust settles, the kid looks at Spicoli, who clenches a joint between his lips.","As the dust settles, he looks at him, who clenches a joint between his lips.","['As the dust settles, he looks at him.', 'He clenches a joint between his lips.']"
682,tt0083929,Spicoli leans out the window and looks at the pile of cinder blocks on the hood.,He leans out the window and looks at the pile of cinder blocks on the hood.,"['He leans out the window.', 'He looks at the pile of cinder blocks on the hood.']"
683,tt0083929,"More paint reads, Lincoln kills.","More paint reads, he kills.","['He kills him.', 'He reads, he kills him.']"
684,tt0083929,"Gaping, Charles steps through the crowd.",He steps through the crowd.,['He steps through the crowd.']
685,tt0083929,A guy leans in to speak only.,A guy leans in to speak only.,['A guy leans in to speak only.']
686,tt0083929,Charles hits the car.,He hits the car.,['He hits the car.']
687,tt0083929,Charles leans on the trashed hood and straightens to his full height.,He leans on the trashed hood and straightens to his full height.,"['He leans on the trashed hood.', 'He straightens to his full height.']"
688,tt0083929,"At night football players run through a banner that reads, Ridgemont Wolves.","At night they run through a banner that reads, Ridgemont Wolves.","['At night they run through a banner.', 'The banner reads, Ridgemont Wolves.']"
689,tt0083929,Charles glares through his helmet as the other team warms up.,He glares through his helmet as the other team warms up.,"['He glares through his helmet.', 'The other team warms up.']"
690,tt0083929,Sweat gleams on his face as he shudders with rage.,Sweat gleams on his face as he shudders with rage.,"['Sweat gleams on his face.', 'He shudders with rage.']"
691,tt0083929,"On the field, Charles lines up on defense.","On the field, he lines up on defense.",['He lines up on defense.']
692,tt0083929,Lincoln quarterback hikes the ball and Charles sacks it.,He hikes the ball and he sacks it.,"['He hikes the ball.', 'He sacks it.']"
693,tt0083929,Ridgemont fans go wild.,They go wild.,['They go wild.']
694,tt0083929,"On another down, Charles waits in open space, shaking with eagerness.","On another down, he waits in open space, shaking with eagerness.","['He waits in open space.', 'He shakes with eagerness.']"
695,tt0083929,Lincoln players stare reluctantly as Charles bears his clenched teeth.,They stare reluctantly as he bears his clenched teeth.,"['They stare reluctantly.', 'He bears his clenched teeth.']"
696,tt0083929,The quarterback takes the hike.,He takes the hike.,['He takes the hike.']
697,tt0083929,"In slow motion, Charles leaps over a pile and tackles two players at once.","In slow motion, he leaps over a pile and tackles two players at once.","['He leaps over a pile.', 'He tackles two players at once.']"
698,tt0083929,Charles bumps into the ref.,He bumps into him.,['He bumps into him.']
699,tt0083929,"In a series of plays, he makes hard tackles.","In a series of plays, he makes hard tackles.",['He makes hard tackles.']
700,tt0083929,"Charles flips a running ball, and he stays down.","He flips a running ball, and he stays down.","['He flips a running ball.', 'He stays down.']"
701,tt0083929,"Richmond fans cheer on their feet, and Charles stuffs another running ball.","Richmond fans cheer on their feet, and he stuffs another running ball.","['Richmond fans cheer on their feet.', 'He stuffs another running ball.']"
702,tt0083929,On the ground he spasces.,On the ground he spasces.,['On the ground he spasces.']
703,tt0083929,"A teammate, Neil, says Medic's loaded on a stretcher.","A teammate, he says he's loaded on a stretcher.","[""A teammate says he's loaded on a stretcher.""]"
704,tt0083929,"In the stands, Spicoli exchanges a funky handshake with Charles' brother.","In the stands, he exchanges a funky handshake with his brother.","['He exchanges a funky handshake with his brother.', 'He is in the stands.']"
705,tt0083929,"With the score 42-0, the clock hits zero and the team mobs Charles.","With the score 42-0, the clock hits zero and the team mobs him.","['With the score 42-0, the clock hits zero.', 'The team mobs him.']"
706,tt0083929,Cubans were in a constant... Mr. Hand notices Spicoli in the first row.,Cubans were in a constant... He notices him in the first row.,"['Cubans were in a constant.', 'He notices him in the first row.']"
707,tt0083929,"Sitting up straight, he beams a big smile.",He beams a big smile.,['He beams a big smile.']
708,tt0083929,He goes to the door.,He goes to the door.,['He goes to the door.']
709,tt0083929,A man waits in the hall.,He waits in the hall.,['He waits in the hall.']
710,tt0083929,Mr. Hand unlocks the door and he lets the delivery guy in.,He unlocks the door and he lets him in.,"['He unlocks the door.', 'He lets him in.']"
711,tt0083929,He holds a small pizza box.,He holds a small pizza box.,['He holds a small pizza box.']
712,tt0083929,"The guy sets the box on Spicoli's desk and holds out his hand as Spicoli puts some change, then a bundle of crumpled bills in his palm.","He sets the box on his desk and holds out his hand as he puts some change, then a bundle of crumpled bills in his palm.","['He sets the box on his desk.', 'He holds out his hand.', 'He puts some change in his palm.', 'He puts a bundle of crumpled bills in his palm.']"
713,tt0083929,Mr. Hand gags with his hands on his hips as the delivery guy walks out of the classroom.,He gags with his hands on his hips as the delivery guy walks out of the classroom.,"['He gags with his hands on his hips.', 'The delivery guy walks out of the classroom.']"
714,tt0083929,The teacher rubs his exasperated face.,He rubs his exasperated face.,"['He rubs his face.', 'His face is exasperated.']"
715,tt0083929,They grab slices.,They grab slices.,['They grab slices.']
716,tt0083929,Mr. Hand takes a bite of pizza and Spicoli looks on with sad eyes.,He takes a bite of pizza and he looks on with sad eyes.,"['He takes a bite of pizza.', 'He looks on with sad eyes.']"
717,tt0083929,"Outside, Stacey runs up to Mike.","Outside, she runs up to him.",['She runs up to him.']
718,tt0083929,Brad laughs and rolls his eyes and the shaggy-haired teen points at him.,He laughs and rolls his eyes and the shaggy-haired teen points at him.,"['He laughs.', 'He rolls his eyes.', 'The shaggy-haired teen points at him.']"
719,tt0083929,Spicoli grabs a few items within reach and puts them on the counter with a distracted expression.,He grabs a few items within reach and puts them on the counter with a distracted expression.,"['He grabs a few items within reach.', 'He puts them on the counter with a distracted expression.']"
720,tt0083929,Brad eyes him and opens up a paper bag.,He eyes him and opens up a paper bag.,"['He eyes him.', 'He opens up a paper bag.']"
721,tt0083929,Spicoli puts some loose change on the counter.,He puts some loose change on the counter.,['He puts some loose change on the counter.']
722,tt0083929,Brad grins at him fondly.,He grins at him fondly.,['He grins at him fondly.']
