cmd_filename,imdbid,movie,movie_title,shot_list
2017/ja00D_L5tm8,tt0120787,2866,A Perfect Murder,"[(0.01, 4.578), (4.598, 11.96), (11.98, 22.637999999999998), (22.658, 23.18), (23.200000000000003, 25.807), (25.827, 28.185), (28.205000000000002, 30.186999999999998), (30.207, 31.563), (31.583000000000002, 33.524), (33.544, 36.026), (36.046, 37.528), (37.547999999999995, 38.946000000000005), (38.966, 39.863), (39.882999999999996, 42.533), (42.553, 44.743), (44.763, 46.453), (46.473, 47.871), (47.891, 49.623000000000005), (49.643, 52.376000000000005), (52.396, 58.298), (58.318, 60.133), (60.153, 63.053000000000004), (63.073, 66.14), (66.16000000000001, 66.89), (66.91000000000001, 68.684), (68.70400000000001, 69.643), (69.66300000000001, 70.30999999999999), (70.33, 71.52), (71.54, 73.06299999999999), (73.083, 81.446), (81.46600000000001, 83.115), (83.135, 83.991), (84.01100000000001, 88.20299999999999), (88.223, 89.371), (89.391, 90.747), (90.76700000000001, 92.291), (92.311, 93.417), (93.43700000000001, 96.253), (96.27300000000001, 103.92699999999999), (103.947, 108.223), (108.24300000000001, 113.103), (113.123, 125.574), (125.59400000000001, 126.033)]"
2017/xeLH_cCCgr0,tt0120787,2866,A Perfect Murder,"[(0.01, 11.71), (11.73, 15.214), (15.234, 23.43), (23.450000000000003, 25.807), (25.827, 34.9), (34.919999999999995, 39.154), (39.174, 45.661), (45.681, 54.044000000000004), (54.064, 59.049), (59.068999999999996, 64.30399999999999), (64.324, 67.39099999999999), (67.411, 69.768), (69.78800000000001, 76.31599999999999), (76.336, 81.98899999999999), (82.009, 90.414), (90.43400000000001, 93.458), (93.47800000000001, 102.175), (102.19500000000001, 107.05499999999999)]"
2017/H7zXX6EqGbI,tt0120787,2866,A Perfect Murder,"[(0.01, 2.826), (2.8459999999999996, 7.456), (7.476, 11.793000000000001), (11.813, 15.839), (15.859, 20.427), (20.447000000000003, 27.351), (27.371000000000002, 29.895), (29.915000000000003, 31.604999999999997), (31.625, 33.315000000000005), (33.335, 34.942), (34.961999999999996, 38.654), (38.674, 41.615), (41.635, 46.453), (46.473, 49.206), (49.226, 50.582), (50.602, 52.292), (52.312, 54.461), (54.480999999999995, 56.421), (56.440999999999995, 60.300000000000004), (60.32, 61.760000000000005), (61.78, 67.51599999999999), (67.536, 71.31099999999999), (71.331, 77.734), (77.754, 79.152), (79.17200000000001, 82.19699999999999), (82.217, 85.32499999999999), (85.345, 89.788), (89.808, 91.87299999999999), (91.893, 94.66799999999999), (94.688, 95.794), (95.81400000000001, 97.21199999999999), (97.232, 100.38199999999999), (100.402, 103.13499999999999), (103.155, 105.595), (105.61500000000001, 108.84899999999999), (108.869, 111.226), (111.24600000000001, 112.60199999999999), (112.622, 114.354), (114.37400000000001, 115.731), (115.751, 116.898), (116.918, 123.196), (123.21600000000001, 126.44999999999999), (126.47, 133.79000000000002), (133.81, 135.625), (135.64499999999998, 138.29500000000002), (138.315, 141.882), (141.902, 149.598), (149.618, 151.68300000000002), (151.703, 155.103), (155.123, 159.024)]"
2017/TMeiAg1kXKs,tt0120787,2866,A Perfect Murder,"[(0.01, 3.2430000000000003), (3.263, 13.921000000000001), (13.941, 20.636), (20.656000000000002, 27.308999999999997), (27.329, 31.313), (31.333000000000002, 39.696000000000005), (39.716, 41.907000000000004), (41.927, 52.084), (52.104, 55.504000000000005), (55.524, 61.927), (61.946999999999996, 65.472), (65.492, 68.35), (68.37, 70.64399999999999), (70.664, 85.90899999999999), (85.929, 90.622), (90.64200000000001, 94.96), (94.98, 97.21199999999999), (97.232, 99.131), (99.15100000000001, 103.38499999999999), (103.405, 107.389), (107.409, 110.559), (110.57900000000001, 112.22699999999999), (112.247, 120.73599999999999), (120.756, 125.699), (125.71900000000001, 135.167), (135.18699999999998, 137.169), (137.189, 139.25400000000002), (139.274, 141.173), (141.19299999999998, 144.96800000000002), (144.988, 149.097), (149.117, 152.059), (152.07899999999998, 164.446), (164.46599999999998, 165.03)]"
2017/G7_Mq3-ivsM,tt0120787,2866,A Perfect Murder,"[(0.01, 2.075), (2.0949999999999998, 3.785), (3.8049999999999997, 7.623), (7.643, 11.877), (11.897, 13.42), (13.44, 16.005999999999997), (16.026, 16.631999999999998), (16.652, 24.014), (24.034000000000002, 28.601999999999997), (28.622, 37.861000000000004), (37.881, 46.870000000000005), (46.89, 54.044000000000004), (54.064, 58.84), (58.86, 63.011), (63.031, 72.229), (72.24900000000001, 74.982), (75.00200000000001, 83.24), (83.26, 86.785), (86.805, 89.621), (89.641, 92.916), (92.936, 95.377), (95.397, 96.586), (96.60600000000001, 99.172), (99.19200000000001, 101.216), (101.236, 103.63499999999999), (103.655, 107.014), (107.034, 108.84899999999999), (108.869, 110.1), (110.12, 112.64399999999999), (112.664, 114.604), (114.62400000000001, 116.815), (116.83500000000001, 118.52499999999999), (118.545, 123.57199999999999), (123.592, 125.741), (125.76100000000001, 128.285), (128.30499999999998, 133.20600000000002), (133.226, 137.252), (137.272, 142.507), (142.527, 143.383), (143.403, 148.805), (148.825, 150.93200000000002), (150.952, 152.768), (152.78799999999998, 158.023)]"
2011/QoJ5JJ3keUw,tt0134119,15690,The Talented Mr. Ripley,"[(0.01, 6.955), (6.975, 14.213000000000001), (14.233, 23.471999999999998), (23.492, 32.731), (32.751, 41.99), (42.01, 45.661), (45.681, 48.247), (48.266999999999996, 50.457), (50.477, 52.376000000000005), (52.396, 56.004000000000005), (56.024, 58.882000000000005), (58.902, 63.679), (63.699, 68.559), (68.57900000000001, 70.68599999999999), (70.706, 74.064), (74.084, 75.649), (75.66900000000001, 77.484), (77.504, 79.11099999999999), (79.131, 81.28), (81.30000000000001, 83.282), (83.302, 91.039), (91.05900000000001, 95.961), (95.98100000000001, 98.04599999999999), (98.066, 100.58999999999999), (100.61, 102.175), (102.19500000000001, 104.261), (104.281, 108.55699999999999), (108.577, 111.518), (111.53800000000001, 116.94), (116.96000000000001, 123.071), (123.09100000000001, 131.038)]"
2011/p2Md_248enw,tt0134119,15690,The Talented Mr. Ripley,"[(0.01, 3.577), (3.5969999999999995, 5.704000000000001), (5.724, 10.918000000000001), (10.938, 15.672), (15.692, 19.092), (19.112000000000002, 24.389), (24.409000000000002, 28.56), (28.580000000000002, 30.604), (30.624000000000002, 31.897), (31.917, 33.065000000000005), (33.085, 34.524), (34.544, 37.694), (37.714, 43.325), (43.345, 48.747), (48.766999999999996, 53.252), (53.272, 60.425000000000004), (60.445, 64.17899999999999), (64.199, 65.973), (65.99300000000001, 70.68599999999999), (70.706, 72.562), (72.58200000000001, 74.856), (74.876, 80.529), (80.549, 82.07199999999999), (82.092, 86.076), (86.096, 87.577), (87.59700000000001, 88.41199999999999), (88.432, 91.62299999999999), (91.643, 95.627), (95.647, 102.926), (102.94600000000001, 107.597), (107.617, 114.56299999999999), (114.583, 123.655), (123.67500000000001, 133.04000000000002)]"
2011/E-TthagAhsk,tt0134119,15690,The Talented Mr. Ripley,"[(0.01, 4.245), (4.265, 7.957), (7.976999999999999, 12.67), (12.69, 20.846), (20.866000000000003, 34.735), (34.754999999999995, 37.572), (37.592, 41.409), (41.428999999999995, 47.833000000000006), (47.853, 55.841), (55.861, 58.844), (58.864, 62.724000000000004), (62.744, 65.72699999999999), (65.747, 68.646), (68.66600000000001, 71.35799999999999), (71.378, 75.487), (75.507, 76.86399999999999), (76.884, 80.40899999999999), (80.429, 82.286), (82.30600000000001, 84.664), (84.68400000000001, 88.042)]"
2011/dQSK2gmtNMI,tt0134119,15690,The Talented Mr. Ripley,"[(0.01, 9.082), (9.102, 12.336), (12.356, 22.095), (22.115000000000002, 23.012999999999998), (23.033, 25.599), (25.619000000000003, 27.726), (27.746000000000002, 32.564), (32.583999999999996, 36.485), (36.504999999999995, 39.738), (39.757999999999996, 42.115), (42.135, 43.367000000000004), (43.387, 44.618), (44.638, 46.203), (46.223, 49.039), (49.059, 50.916000000000004), (50.936, 51.458000000000006), (51.478, 52.793), (52.812999999999995, 53.377), (53.397, 54.67), (54.69, 57.214), (57.233999999999995, 59.258), (59.278, 63.136), (63.156, 64.137), (64.15700000000001, 66.056), (66.07600000000001, 67.55699999999999), (67.577, 69.518), (69.53800000000001, 71.06099999999999), (71.081, 74.273), (74.293, 75.232), (75.25200000000001, 78.61), (78.63000000000001, 80.445), (80.465, 81.405), (81.42500000000001, 84.241), (84.26100000000001, 85.44999999999999), (85.47, 87.619), (87.63900000000001, 88.86999999999999), (88.89, 90.08), (90.10000000000001, 93.083), (93.10300000000001, 97.42099999999999), (97.441, 98.839), (98.85900000000001, 103.051), (103.07100000000001, 108.056), (108.07600000000001, 111.93499999999999), (111.955, 115.06299999999999), (115.083, 119.067), (119.087, 120.402), (120.42200000000001, 124.74), (124.76, 126.366), (126.38600000000001, 127.61699999999999), (127.637, 128.452), (128.47199999999998, 133.04000000000002)]"
2011/BjMrxHxraio,tt0134119,15690,The Talented Mr. Ripley,"[(0.01, 3.785), (3.8049999999999997, 5.245), (5.265, 6.33), (6.35, 7.539000000000001), (7.559, 10.209), (10.229, 10.959), (10.979, 12.878), (12.898, 14.171), (14.190999999999999, 15.839), (15.859, 17.131999999999998), (17.152, 17.965999999999998), (17.986, 19.551), (19.571, 21.093999999999998), (21.114, 23.555), (23.575000000000003, 24.723), (24.743000000000002, 30.686999999999998), (30.707, 35.442), (35.461999999999996, 37.069), (37.089, 38.528), (38.547999999999995, 42.616), (42.635999999999996, 44.409), (44.428999999999995, 47.913000000000004), (47.933, 49.706), (49.726, 51.625), (51.644999999999996, 53.46), (53.48, 54.795), (54.815, 57.714), (57.733999999999995, 59.758), (59.778, 61.051), (61.071, 64.63799999999999), (64.658, 66.181), (66.20100000000001, 68.43299999999999), (68.453, 72.312), (72.33200000000001, 76.60799999999999), (76.628, 78.69399999999999), (78.714, 80.32), (80.34, 81.863), (81.88300000000001, 84.449), (84.46900000000001, 88.11999999999999), (88.14, 91.039), (91.05900000000001, 92.708), (92.72800000000001, 93.95899999999999), (93.979, 97.08699999999999), (97.107, 98.839), (98.85900000000001, 100.25699999999999), (100.277, 103.969), (103.989, 107.097), (107.117, 111.101), (111.12100000000001, 116.94), (116.96000000000001, 120.11), (120.13000000000001, 125.782), (125.802, 128.827), (128.84699999999998, 133.04000000000002)]"
2011/Mq462kfFKI8,tt0134119,15690,The Talented Mr. Ripley,"[(0.01, 10.876), (10.895999999999999, 15.923), (15.943, 18.508), (18.528000000000002, 22.887999999999998), (22.908, 28.476999999999997), (28.497, 34.066), (34.086, 36.235), (36.254999999999995, 42.157000000000004), (42.177, 45.327000000000005), (45.347, 48.247), (48.266999999999996, 50.374), (50.394, 55.128), (55.147999999999996, 62.094), (62.114, 72.604), (72.62400000000001, 74.982), (75.00200000000001, 77.14999999999999), (77.17, 82.823), (82.843, 86.368), (86.388, 88.78699999999999), (88.807, 92.416), (92.436, 96.295), (96.31500000000001, 104.011), (104.031, 106.92999999999999), (106.95, 109.55799999999999), (109.578, 112.39399999999999), (112.414, 119.026), (119.046, 121.445), (121.465, 124.19699999999999), (124.217, 127.03399999999999), (127.054, 129.036)]"
2011/3si4Cv66RSM,tt0134119,15690,The Talented Mr. Ripley,"[(0.01, 2.576), (2.5959999999999996, 4.369), (4.388999999999999, 7.414000000000001), (7.434, 11.126), (11.145999999999999, 18.174999999999997), (18.195, 22.054), (22.074, 25.098), (25.118000000000002, 27.683999999999997), (27.704, 40.53), (40.55, 43.825), (43.845, 46.912), (46.931999999999995, 49.122), (49.141999999999996, 53.168), (53.187999999999995, 55.337), (55.357, 56.338), (56.358, 58.006), (58.025999999999996, 71.52), (71.54, 72.68799999999999), (72.708, 73.89699999999999), (73.917, 75.399), (75.41900000000001, 77.401), (77.421, 80.362), (80.382, 86.243), (86.263, 87.786), (87.80600000000001, 90.747), (90.76700000000001, 101.425), (101.44500000000001, 106.17899999999999), (106.199, 111.643), (111.66300000000001, 114.81299999999999), (114.833, 117.73299999999999), (117.753, 122.321), (122.34100000000001, 125.532), (125.552, 128.07600000000002), (128.096, 133.04000000000002)]"
2011/a-IU2mBY1_4,tt0134119,15690,The Talented Mr. Ripley,"[(0.01, 3.1180000000000003), (3.138, 6.372), (6.3919999999999995, 10.334), (10.354, 16.340999999999998), (16.361, 22.264), (22.284000000000002, 30.104999999999997), (30.125, 36.279), (36.299, 41.951), (41.971, 44.204), (44.224, 55.09), (55.11, 62.849000000000004), (62.869, 93.58999999999999), (93.61, 100.681), (100.70100000000001, 115.863), (115.88300000000001, 118.032)]"
2011/bTE69etu_fg,tt0134119,15690,The Talented Mr. Ripley,"[(0.01, 6.789000000000001), (6.809, 12.211), (12.231, 14.13), (14.15, 16.633), (16.653000000000002, 19.261), (19.281000000000002, 22.930999999999997), (22.951, 28.186999999999998), (28.207, 34.527), (34.547, 36.195), (36.214999999999996, 40.533), (40.553, 50.586), (50.605999999999995, 54.048), (54.068, 62.265), (62.285, 68.521), (68.54100000000001, 74.23599999999999), (74.256, 81.202), (81.22200000000001, 85.78999999999999), (85.81, 94.966), (94.986, 100.681), (100.70100000000001, 108.606), (108.626, 110.232), (110.25200000000001, 112.985), (113.00500000000001, 117.782), (117.802, 129.044)]"
2011/9KstSfW1IAA,tt0134119,15690,The Talented Mr. Ripley,"[(0.01, 2.492), (2.5119999999999996, 6.205), (6.225, 18.049999999999997), (18.07, 23.43), (23.450000000000003, 33.690000000000005), (33.71, 40.155), (40.175, 43.367000000000004), (43.387, 50.082), (50.102, 55.545), (55.565, 57.798), (57.818, 61.176), (61.196, 65.05499999999999), (65.075, 67.43199999999999), (67.452, 71.478), (71.498, 75.44), (75.46000000000001, 80.529), (80.549, 87.244), (87.26400000000001, 93.083), (93.10300000000001, 95.502), (95.522, 96.878), (96.89800000000001, 99.673), (99.69300000000001, 101.8), (101.82000000000001, 103.50999999999999), (103.53, 106.55499999999999), (106.575, 109.64099999999999), (109.661, 112.01899999999999), (112.039, 114.81299999999999), (114.833, 116.94), (116.96000000000001, 119.568), (119.58800000000001, 122.029), (122.049, 122.821), (122.84100000000001, 125.115), (125.135, 127.11699999999999), (127.137, 129.536), (129.55599999999998, 133.04000000000002)]"
2011/XgTtI5D-INw,tt0134119,15690,The Talented Mr. Ripley,"[(0.01, 3.869), (3.889, 7.9990000000000006), (8.019, 12.879), (12.899, 20.804), (20.824, 28.145), (28.165000000000003, 31.398), (31.418000000000003, 40.283), (40.303, 48.041000000000004), (48.061, 54.798), (54.818, 58.928000000000004), (58.948, 64.726), (64.74600000000001, 68.47999999999999), (68.5, 71.89999999999999), (71.92, 74.19399999999999), (74.214, 83.788), (83.808, 109.94), (109.96000000000001, 112.36), (112.38000000000001, 119.07499999999999), (119.095, 122.871), (122.891, 127.042)]"
2015/d-RR_vV7qDU,tt0159273,3320,Behind Enemy Lines,"[(0.01, 2.1590000000000003), (2.179, 12.961), (12.981, 14.004), (14.024, 14.755), (14.775, 15.38), (15.4, 17.049), (17.069000000000003, 19.508999999999997), (19.529, 23.096), (23.116000000000003, 24.139), (24.159000000000002, 33.273), (33.293, 34.983000000000004), (35.003, 35.984), (36.004, 37.402), (37.422, 39.196000000000005), (39.216, 39.863), (39.882999999999996, 40.948), (40.967999999999996, 48.872), (48.891999999999996, 49.706), (49.726, 51.208000000000006), (51.228, 55.963), (55.983, 63.637), (63.657, 70.10199999999999), (70.122, 72.062), (72.08200000000001, 73.47999999999999), (73.5, 74.064), (74.084, 75.315), (75.33500000000001, 76.23299999999999), (76.253, 80.862), (80.882, 81.488), (81.50800000000001, 83.74), (83.76, 85.19999999999999), (85.22, 86.994), (87.01400000000001, 88.32799999999999), (88.348, 89.16199999999999), (89.182, 90.33), (90.35000000000001, 104.97), (104.99000000000001, 109.725), (109.745, 112.43599999999999), (112.456, 113.729), (113.74900000000001, 116.189), (116.209, 117.85799999999999), (117.878, 120.402), (120.42200000000001, 124.40599999999999), (124.426, 125.699), (125.71900000000001, 131.038), (131.058, 132.497), (132.517, 133.58200000000002), (133.602, 134.041)]"
2011/F1adM9oDbbw,tt0161081,8741,What Lies Beneath,"[(0.01, 57.381), (57.400999999999996, 80.654), (80.674, 84.616), (84.63600000000001, 123.03)]"
2011/SnvRdPwoMRQ,tt0161081,8741,What Lies Beneath,"[(0.01, 33.148), (33.168, 40.322), (40.342, 64.22099999999999), (64.241, 67.22399999999999), (67.244, 84.074), (84.09400000000001, 86.827), (86.84700000000001, 113.937), (113.95700000000001, 116.064), (116.084, 118.692), (118.712, 125.741), (125.76100000000001, 127.90899999999999), (127.929, 129.036)]"
2011/M4NDR6zyzkw,tt0161081,8741,What Lies Beneath,"[(0.01, 4.328), (4.348, 8.540000000000001), (8.56, 11.084), (11.104, 15.172), (15.192, 26.683), (26.703000000000003, 51.208000000000006), (51.228, 68.43299999999999), (68.453, 74.773), (74.793, 79.65299999999999), (79.673, 86.493), (86.513, 102.884), (102.90400000000001, 105.72099999999999), (105.741, 108.80699999999999), (108.827, 111.643), (111.66300000000001, 113.603), (113.623, 114.68799999999999), (114.708, 127.65899999999999), (127.679, 128.744), (128.76399999999998, 129.745), (129.765, 130.329), (130.349, 131.413), (131.433, 132.70600000000002), (132.726, 133.04000000000002)]"
2019/F0VmzZy-AF4,tt0168501,13148,The Best Man,"[(0.01, 3.535), (3.5549999999999997, 8.999), (9.019, 12.961), (12.981, 18.342), (18.362000000000002, 21.761999999999997), (21.782, 26.349999999999998), (26.37, 28.769), (28.789, 34.107), (34.126999999999995, 39.404), (39.424, 48.372), (48.391999999999996, 53.794000000000004), (53.814, 61.718), (61.738, 65.01299999999999), (65.033, 70.55999999999999), (70.58, 76.48299999999999), (76.503, 80.612), (80.632, 89.663), (89.683, 92.958), (92.97800000000001, 95.961), (95.98100000000001, 120.402), (120.42200000000001, 124.15599999999999), (124.176, 127.19999999999999), (127.22, 130.662), (130.682, 133.16500000000002), (133.185, 138.211), (138.231, 142.007), (142.027, 153.727), (153.74699999999999, 155.604), (155.624, 161.735), (161.755, 166.865), (166.885, 173.08), (173.1, 177.751), (177.771, 181.04600000000002), (181.066, 183.882), (183.902, 186.63500000000002), (186.655, 191.723), (191.743, 197.979), (197.999, 203.026)]"
2019/aOX72bZr_LA,tt0168501,13148,The Best Man,"[(0.01, 2.701), (2.7209999999999996, 8.040000000000001), (8.06, 9.708), (9.728, 12.044), (12.064, 14.129), (14.149, 17.256999999999998), (17.277, 19.176), (19.196, 21.386), (21.406000000000002, 23.555), (23.575000000000003, 26.224999999999998), (26.245, 30.354), (30.374000000000002, 40.155), (40.175, 42.532000000000004), (42.552, 51.583000000000006), (51.603, 54.544000000000004), (54.564, 59.925000000000004), (59.945, 62.386), (62.406, 64.72099999999999), (64.741, 68.725), (68.745, 77.985), (78.00500000000001, 88.829), (88.849, 92.124), (92.144, 97.713), (97.733, 101.508), (101.528, 103.719), (103.739, 105.84599999999999), (105.866, 107.723), (107.74300000000001, 109.30799999999999), (109.328, 112.728), (112.748, 122.904), (122.924, 129.661), (129.68099999999998, 135.959), (135.97899999999998, 137.794), (137.814, 151.93300000000002), (151.953, 154.436), (154.456, 157.773), (157.79299999999998, 160.108), (160.128, 162.11), (162.13, 163.98700000000002), (164.007, 166.865), (166.885, 169.28400000000002), (169.304, 170.077), (170.09699999999998, 171.745), (171.765, 173.33), (173.35, 174.122), (174.142, 175.16500000000002), (175.185, 179.127), (179.147, 181.67100000000002), (181.691, 184.8), (184.82, 188.97), (188.98999999999998, 193.14100000000002), (193.161, 198.10500000000002), (198.125, 201.024)]"
2019/cm1NBLlRxy0,tt0168501,13148,The Best Man,"[(0.01, 5.162), (5.1819999999999995, 7.414000000000001), (7.434, 9.249), (9.269, 10.876), (10.895999999999999, 11.71), (11.73, 13.295), (13.315, 14.796000000000001), (14.816, 17.049), (17.069000000000003, 19.968), (19.988000000000003, 21.47), (21.490000000000002, 23.18), (23.200000000000003, 27.601), (27.621000000000002, 32.689), (32.708999999999996, 34.107), (34.126999999999995, 35.4), (35.419999999999995, 37.653), (37.672999999999995, 42.282000000000004), (42.302, 43.408), (43.428, 45.744), (45.763999999999996, 47.621), (47.641, 49.122), (49.141999999999996, 51.166000000000004), (51.186, 53.043), (53.062999999999995, 54.294000000000004), (54.314, 55.921), (55.940999999999995, 57.172000000000004), (57.192, 58.257000000000005), (58.277, 61.051), (61.071, 62.803000000000004), (62.823, 64.30399999999999), (64.324, 69.768), (69.78800000000001, 71.478), (71.498, 75.857), (75.87700000000001, 77.943), (77.96300000000001, 79.65299999999999), (79.673, 81.78), (81.80000000000001, 83.407), (83.427, 86.493), (86.513, 92.03999999999999), (92.06, 95.335), (95.355, 97.54599999999999), (97.566, 101.17399999999999), (101.194, 104.553), (104.57300000000001, 107.723), (107.74300000000001, 109.34899999999999), (109.369, 111.184), (111.20400000000001, 122.446), (122.46600000000001, 127.90899999999999), (127.929, 131.496), (131.516, 133.04000000000002), (133.06, 134.75), (134.76999999999998, 144.92600000000002), (144.946, 147.554), (147.57399999999998, 149.431), (149.451, 154.936), (154.956, 159.566), (159.58599999999998, 161.526), (161.546, 164.946), (164.96599999999998, 166.865), (166.885, 168.82500000000002), (168.845, 178.085), (178.105, 183.715), (183.73499999999999, 187.21900000000002), (187.239, 189.012), (189.03199999999998, 191.056), (191.076, 195.143), (195.16299999999998, 197.479), (197.499, 199.398), (199.41799999999998, 201.858), (201.878, 205.98700000000002), (206.007, 217.624), (217.64399999999998, 219.751), (219.771, 222.21200000000002), (222.232, 225.674), (225.694, 230.053)]"
2019/VCJrgPb3y80,tt0168501,13148,The Best Man,"[(0.01, 2.8680000000000003), (2.888, 5.746), (5.766, 8.874), (8.894, 12.169), (12.189, 21.802999999999997), (21.823, 24.680999999999997), (24.701, 28.976999999999997), (28.997, 30.686999999999998), (30.707, 32.940000000000005), (32.96, 33.982), (34.001999999999995, 47.871), (47.891, 50.54), (50.559999999999995, 59.633), (59.653, 61.093), (61.113, 65.472), (65.492, 67.89099999999999), (67.911, 85.158), (85.17800000000001, 86.827), (86.84700000000001, 91.78999999999999), (91.81, 96.42), (96.44000000000001, 98.297), (98.31700000000001, 99.881), (99.90100000000001, 103.719), (103.739, 108.265), (108.28500000000001, 111.601), (111.62100000000001, 113.312), (113.33200000000001, 128.368), (128.38799999999998, 129.828), (129.84799999999998, 130.662), (130.682, 133.20600000000002), (133.226, 135.0), (135.01999999999998, 141.798), (141.81799999999998, 147.721), (147.74099999999999, 152.684), (152.70399999999998, 156.68800000000002), (156.708, 171.244), (171.26399999999998, 175.58200000000002), (175.602, 181.21300000000002), (181.233, 195.602), (195.62199999999999, 205.02800000000002)]"
2019/llTSaDl6Pcg,tt0168501,13148,The Best Man,"[(0.01, 9.249), (9.269, 11.793000000000001), (11.813, 13.462), (13.482, 16.255999999999997), (16.276, 18.674999999999997), (18.695, 19.426), (19.446, 21.929), (21.949, 24.430999999999997), (24.451, 29.019), (29.039, 33.607), (33.626999999999995, 37.819), (37.839, 41.156), (41.175999999999995, 48.705000000000005), (48.725, 51.959), (51.979, 66.64), (66.66000000000001, 70.05999999999999), (70.08, 74.14699999999999), (74.167, 77.901), (77.921, 83.073), (83.093, 87.369), (87.38900000000001, 91.41499999999999), (91.435, 94.45899999999999), (94.479, 110.267), (110.287, 112.35199999999999), (112.372, 123.57199999999999), (123.592, 127.03399999999999), (127.054, 131.705), (131.725, 134.75), (134.76999999999998, 139.37900000000002), (139.399, 140.172), (140.19199999999998, 145.30200000000002), (145.322, 148.221), (148.24099999999999, 152.726), (152.74599999999998, 156.27100000000002), (156.291, 161.109), (161.129, 163.48700000000002), (163.507, 166.823), (166.843, 169.45100000000002), (169.471, 171.953), (171.97299999999998, 175.16500000000002), (175.185, 180.96200000000002), (180.982, 182.964), (182.98399999999998, 185.258), (185.278, 187.26000000000002), (187.28, 190.138), (190.158, 191.556), (191.576, 193.55800000000002), (193.578, 195.018), (195.03799999999998, 196.937), (196.957, 202.025)]"
2019/js11RqXLkZg,tt0168501,13148,The Best Man,"[(0.01, 5.412), (5.4319999999999995, 7.206), (7.226, 9.458), (9.478, 12.044), (12.064, 15.088000000000001), (15.108, 40.989000000000004), (41.009, 48.205000000000005), (48.225, 59.091), (59.111, 63.637), (63.657, 70.55999999999999), (70.58, 81.98899999999999), (82.009, 86.326), (86.346, 93.83399999999999), (93.854, 95.961), (95.98100000000001, 113.103), (113.123, 116.773), (116.793, 125.073), (125.093, 128.07600000000002), (128.096, 130.537), (130.557, 136.126), (136.146, 139.71300000000002), (139.733, 141.465), (141.48499999999999, 143.88400000000001), (143.904, 145.26000000000002), (145.28, 146.595), (146.61499999999998, 150.76600000000002), (150.786, 154.519), (154.539, 157.31400000000002), (157.334, 160.025), (160.045, 163.36200000000002), (163.382, 165.489), (165.509, 167.824), (167.844, 172.454), (172.474, 174.03900000000002)]"
2019/auNkHDpPil4,tt0168501,13148,The Best Man,"[(0.01, 5.495), (5.515, 9.541), (9.561, 12.502), (12.522, 16.130999999999997), (16.151, 24.264), (24.284000000000002, 26.516), (26.536, 29.436), (29.456000000000003, 31.354999999999997), (31.375, 33.482), (33.501999999999995, 38.904), (38.924, 42.407000000000004), (42.427, 44.993), (45.013, 47.871), (47.891, 50.582), (50.602, 52.251000000000005), (52.271, 53.669000000000004), (53.689, 56.505), (56.525, 58.215), (58.235, 64.55399999999999), (64.574, 113.812), (113.83200000000001, 151.64100000000002), (151.661, 161.026), (161.046, 167.157), (167.177, 170.077), (170.09699999999998, 176.208), (176.22799999999998, 178.043)]"
2019/CTRZgOL-vA0,tt0168501,13148,The Best Man,"[(0.01, 4.745), (4.765, 16.005999999999997), (16.026, 19.301), (19.321, 22.554), (22.574, 49.039), (49.059, 53.001000000000005), (53.021, 58.048), (58.068, 62.594), (62.614, 65.472), (65.492, 67.68299999999999), (67.703, 72.104), (72.12400000000001, 79.73599999999999), (79.756, 83.24), (83.26, 85.951), (85.971, 88.49499999999999), (88.515, 97.67099999999999), (97.691, 100.966), (100.986, 103.50999999999999), (103.53, 106.76299999999999), (106.783, 109.64099999999999), (109.661, 119.067), (119.087, 124.65599999999999), (124.676, 132.99800000000002), (133.018, 136.043), (136.063, 141.548), (141.56799999999998, 147.429), (147.44899999999998, 148.055)]"
2011/2l_IUAcvfv8,tt0181689,10263,Minority Report,"[(0.01, 0.699), (0.719, 7.997999999999999), (8.017999999999999, 11.543000000000001), (11.563, 21.677999999999997), (21.698, 29.727999999999998), (29.748, 34.65), (34.669999999999995, 38.82), (38.839999999999996, 62.219), (62.239, 65.556), (65.57600000000001, 70.10199999999999), (70.122, 71.478), (71.498, 74.523), (74.543, 75.148), (75.168, 76.39999999999999), (76.42, 77.442), (77.462, 78.69399999999999), (78.714, 80.654), (80.674, 81.28), (81.30000000000001, 84.94999999999999), (84.97, 88.32799999999999), (88.348, 95.252), (95.272, 99.214), (99.23400000000001, 105.42899999999999), (105.449, 110.309), (110.32900000000001, 111.226), (111.24600000000001, 112.14399999999999), (112.164, 113.729), (113.74900000000001, 114.72999999999999), (114.75, 115.314), (115.334, 117.85799999999999), (117.878, 119.735), (119.75500000000001, 122.029)]"
